year,month,day,hour,min,sec,recno,kindat,kinst,ut1_unix,ut2_unix,pierce_alt,gps_site,sat_id,gnss_type,gdlatr,gdlonr,los_tec,dlos_tec,tec,azm,elm,gdlat,glon,rec_bias,drec_bias,datetime
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g103,12,GPS     ,40.897499084472656,140.85922241210938,26.910324,0.570833,10.225351,-70.955673,13.174824,43.333008,128.593597,-215219.078125,1.302975,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g103,13,GPS     ,40.897499084472656,140.85922241210938,19.996538,0.282492,16.76791,97.333565,55.004303,40.592579,143.547821,-215220.15625,1.303422,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g103,17,GPS     ,40.897499084472656,140.85922241210938,25.590748,0.233618,17.305943,173.405533,39.155338,37.359753,141.369965,-215217.171875,1.302314,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g103,20,GPS     ,40.897499084472656,140.85922241210938,45.330193,0.347515,16.603001,61.591152,11.626096,45.04932,153.468307,-215220.96875,1.30266,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g103,23,GPS     ,40.897499084472656,140.85922241210938,23.304621,0.275717,14.503368,53.625484,34.518276,43.240101,145.389496,-215238.3125,1.306273,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g205,2,GPS     ,39.019779205322266,141.75326538085938,18.862644,1.641023,12.677131,-54.298157,38.789291,41.036366,137.914932,-91281.203125,1.30212,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g205,4,GPS     ,39.019779205322266,141.75326538085938,15.441,1.62333,14.869434,-9.415085,73.516075,39.879848,141.565979,-91258.117188,1.30235,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g205,5,GPS     ,39.019779205322266,141.75326538085938,42.519619,0.127023,17.415503,-110.360985,16.201756,35.732201,132.215149,-91263.25,1.301931,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g205,10,GPS     ,39.019779205322266,141.75326538085938,18.273542,0.15845,16.332594,-92.394928,61.829037,38.925995,139.722229,-91263.25,1.301852,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g205,12,GPS     ,39.019779205322266,141.75326538085938,25.020142,6.23933,9.205915,-69.635773,11.821972,41.840424,129.113373,-91258.976562,1.348457,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g205,13,GPS     ,39.019779205322266,141.75326538085938,20.628706,0.228793,17.494318,94.323944,56.096546,38.832661,144.287537,-91266.109375,1.304119,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g205,17,GPS     ,39.019779205322266,141.75326538085938,20.542236,0.710752,14.424522,174.576782,41.455986,35.741787,142.133774,-91255.953125,1.315213,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g205,20,GPS     ,39.019779205322266,141.75326538085938,41.034447,1.737556,14.922355,61.237671,11.31537,43.334969,154.159515,-91264.9375,1.368896,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,g205,23,GPS     ,39.019779205322266,141.75326538085938,26.194191,0.564042,16.091982,52.246094,33.842175,41.507706,146.185608,-91288.054688,1.31851,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,mizu,2,GPS     ,39.135169982910156,141.13282775878906,20.585354,1.564409,13.962467,-54.466084,39.332092,41.105293,137.356125,-91282.953125,1.301805,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,mizu,4,GPS     ,39.135169982910156,141.13282775878906,17.178072,1.519753,16.560577,-7.723149,73.758034,39.983139,140.981567,-91261.085938,1.302015,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,mizu,5,GPS     ,39.135169982910156,141.13282775878906,45.690853,0.092465,18.92391,-110.909424,16.64389,35.841946,131.787445,-91271.484375,1.301625,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,mizu,10,GPS     ,39.135169982910156,141.13282775878906,19.826826,0.084136,17.80842,-93.138252,62.436813,39.023655,139.148697,-91254.953125,1.30159,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,mizu,12,GPS     ,39.135169982910156,141.13282775878906,42.834774,1.319248,15.954491,-69.997284,12.341662,41.848526,128.724564,-91277.117188,1.34452,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,mizu,13,GPS     ,39.135169982910156,141.13282775878906,22.53196,0.1836,18.988705,94.094215,55.483448,38.951969,143.722473,-91270.921875,1.303857,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,mizu,17,GPS     ,39.135169982910156,141.13282775878906,23.33791,0.510796,16.336588,173.592438,41.259785,35.833378,141.5867,-91259.148438,1.313854,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,mizu,20,GPS     ,39.135169982910156,141.13282775878906,45.45668,0.952217,16.386148,61.002316,10.92968,43.548862,153.766724,-91262.320312,1.366254,2011-03-11 00:00:30
2011,3,11,0,0,30,1,3505,8000,1299801630.0,1299801631.0,350.0,mizu,23,GPS     ,39.135169982910156,141.13282775878906,29.195793,0.502807,17.811186,52.245426,33.482098,41.652012,145.629028,-91292.296875,1.317923,2011-03-11 00:00:30
